id,lat,lon,business_type,final_probability,base_business_score,sentiment_score,trends_demand_score,saturation_score,matched_sentiment_location,distance_to_sentiment_km
node/5029100532,43.0939931,-89.3411095,coworking space,39.6,53.1,0.0,5.9,1.0,east washington,1.94
way/433662536,43.06239599285799,-89.40046167839698,coworking space,39.5,52.7,0.0,5.9,1.0,park street,1.18
node/11165568572,43.0922149,-89.3599731,coffee shop,39.5,42.8,0.0,26.2,0.7,tenney,1.14
node/11165568572,43.0922149,-89.3599731,daycare,39.5,47.5,0.0,16.3,0.7,east washington,1.58
way/297754313,43.1132150211739,-89.34823242844925,convenience store,39.4,54.0,0.0,2.5,1.0,east washington,3.84
node/4420709485,43.0945861,-89.36413690000002,convenience store,39.4,54.0,0.0,2.5,1.0,east washington,1.96
node/11165568572,43.0922149,-89.3599731,urgent care,39.4,42.8,0.0,25.1,0.7,east washington,1.58
node/7324078516,43.0750199,-89.3899089,late night food,39.4,49.6,0.0,12.0,0.0,isthmus,0.01
node/5029100532,43.0939931,-89.3411095,convenience store,39.4,54.2,0.0,2.5,1.0,east washington,1.94
node/2522840403,43.073012,-89.3986815,gym,39.4,15.6,21.6,36.5,0.0,general madison,0.2
node/956773581,43.0940178,-89.3414668,convenience store,39.4,54.2,0.0,2.5,1.0,east washington,1.93
node/3240429353,43.0574313,-89.3989271,daycare,39.4,47.2,0.0,16.3,0.7,vilas,0.94
node/11165568572,43.0922149,-89.3599731,hardware store,39.3,42.8,0.0,24.6,0.7,east washington,1.58
way/987655471,43.05749205759648,-89.42806675954046,daycare,39.3,46.9,0.0,16.3,0.7,vilas,1.49
node/7126784708,43.0726154,-89.387835,coffee shop,39.2,41.6,0.0,26.2,0.0,isthmus,0.32
way/86579194,43.0542186082353,-89.50844628851435,coworking space,39.2,51.5,0.0,5.9,1.0,west side,2.6
node/4420709485,43.0945861,-89.36413690000002,late night food,39.2,48.8,0.0,12.0,1.0,east washington,1.96
node/8773830624,43.128389899999995,-89.3611411,coworking space,39.2,51.8,0.0,5.9,1.0,east washington,5.54
node/7126784708,43.0726154,-89.387835,grocery store,39.1,41.6,0.0,25.0,0.0,isthmus,0.32
way/105672012,43.1273028782192,-89.29562357000532,daycare,39.1,45.9,0.0,16.3,0.7,east side,6.45
node/7126784708,43.0726154,-89.387835,urgent care,39.1,41.6,0.0,25.1,0.0,downtown,0.35
node/956773581,43.0940178,-89.3414668,convenience store,39.1,53.1,0.0,2.5,1.0,east washington,1.93
node/4925300456,43.0407409,-89.3953648,daycare,39.1,46.2,0.0,16.3,1.0,vilas,1.98
node/5029100532,43.0939931,-89.3411095,convenience store,39.1,53.1,0.0,2.5,1.0,east washington,1.94
way/1134399617,43.0719294018631,-89.45223628239545,bar,39.1,36.8,0.0,35.0,0.7,hilldale,0.22
way/457429394,43.067593640730266,-89.40616022507491,daycare,39.1,45.9,0.0,16.3,0.7,general madison,0.73
node/2522840403,43.073012,-89.3986815,bar,39.1,15.6,21.4,35.0,0.0,general madison,0.2
node/4471944660,43.1086945,-89.3176002,daycare,39.0,45.9,0.0,16.3,1.0,east side,3.88
node/5642484847,43.0749071,-89.3819968,urgent care,39.0,41.3,0.0,25.1,0.0,capitol square,0.16
node/7126784708,43.0726154,-89.387835,hardware store,39.0,41.6,0.0,24.6,0.0,downtown,0.35
node/13190701833,43.0804576,-89.3685604,gym,39.0,35.4,0.0,36.5,0.3,east washington,1.26
way/297754313,43.1132150211739,-89.34823242844925,late night food,39.0,48.0,0.0,12.0,1.0,north side,2.6
node/956773894,43.0972453,-89.3152071,convenience store,39.0,52.7,0.0,2.5,1.0,east side,2.75
way/105672012,43.1273028782192,-89.29562357000532,pharmacy,39.0,41.1,0.0,25.3,0.7,east side,6.45
node/4471944660,43.1086945,-89.3176002,convenience store,39.0,52.7,0.0,2.5,1.0,east side,3.88
way/105672012,43.1273028782192,-89.29562357000532,urgent care,38.9,41.1,0.0,25.1,0.7,east side,6.45
node/5642484847,43.0749071,-89.3819968,hardware store,38.9,41.3,0.0,24.6,0.0,downtown,0.19
way/105672012,43.1273028782192,-89.29562357000532,hardware store,38.9,41.1,0.0,24.6,0.7,east washington,7.13
way/105672012,43.1273028782192,-89.29562357000532,grocery store,38.9,41.1,0.0,25.0,0.7,east side,6.45
node/11165568572,43.0922149,-89.3599731,late night food,38.9,47.5,0.0,12.0,0.7,east washington,1.58
node/591443374,43.0574728,-89.5049543,hardware store,38.9,41.0,0.0,24.6,0.0,west side,2.19
node/13190701833,43.0804576,-89.3685604,bar,38.8,35.4,0.0,35.0,0.3,marquette,0.29
node/3240429353,43.0574313,-89.3989271,late night food,38.8,47.2,0.0,12.0,0.7,vilas,0.94
node/8773830624,43.128389899999995,-89.3611411,convenience store,38.8,51.8,0.0,2.5,1.0,east washington,5.54
node/13190701833,43.0804576,-89.3685604,gym,38.8,34.9,0.0,36.5,0.3,east washington,1.26
way/987655471,43.05749205759648,-89.42806675954046,late night food,38.7,46.9,0.0,12.0,0.7,vilas,1.49
way/37308634,43.074806106649646,-89.4441008496207,daycare,38.6,44.3,0.0,16.3,0.7,campus,2.57
node/13190701833,43.0804576,-89.3685604,bar,38.6,34.9,0.0,35.0,0.3,marquette,0.29
node/5584566093,43.07222829999999,-89.3983984,gym,38.6,12.4,21.6,36.5,0.0,general madison,0.25
way/37308634,43.074806106649646,-89.4441008496207,convenience store,38.6,51.0,0.0,2.5,0.7,campus,2.57
node/4420709485,43.0945861,-89.36413690000002,coworking space,38.5,48.8,0.0,5.9,1.0,east washington,1.96
node/2522840403,43.073012,-89.3986815,late night food,38.5,15.6,30.4,12.0,0.0,general madison,0.2
node/2296195347,43.06918499999999,-89.3923898,daycare,38.4,43.5,0.0,16.3,1.0,general madison,0.84
way/62164927,43.052617940773146,-89.47592550158006,coworking space,38.4,48.8,0.0,5.9,0.7,west side,1.42
way/43926492,43.05209980648997,-89.50251034738326,coworking space,38.4,48.4,0.0,5.9,1.0,west side,2.32
node/11165568572,43.0922149,-89.3599731,daycare,38.3,42.8,0.0,16.3,0.7,east washington,1.58
node/5584566093,43.07222829999999,-89.3983984,bar,38.3,12.4,21.4,35.0,0.0,general madison,0.25
node/7259543422,43.074288,-89.390416,late night food,38.3,45.1,0.0,12.0,0.0,isthmus,0.09
way/62164927,43.052617940773146,-89.47592550158006,hardware store,38.3,38.8,0.0,24.6,0.7,west side,1.42
way/374720809,43.05761232897419,-89.50673069904921,hardware store,38.2,38.5,0.0,24.6,0.0,west side,2.32
way/297754313,43.1132150211739,-89.34823242844925,coworking space,38.2,48.0,0.0,5.9,1.0,east washington,3.84
node/11165568572,43.0922149,-89.3599731,coworking space,38.1,47.5,0.0,5.9,0.7,east washington,1.58
node/13190701833,43.0804576,-89.3685604,restaurant,38.1,35.4,0.0,30.0,0.3,marquette,0.29
node/13270880290,43.0754897,-89.3856372,urgent care,38.0,37.5,0.0,25.1,0.0,capitol square,0.16
node/13190701833,43.0804576,-89.3685604,restaurant,38.0,34.9,0.0,30.0,0.3,marquette,0.29
node/4420709485,43.0945861,-89.36413690000002,convenience store,38.0,48.8,0.0,2.5,1.0,east washington,1.96
node/3240429353,43.0574313,-89.3989271,coworking space,38.0,47.2,0.0,5.9,0.7,park street,0.77
node/1182271388,43.0748612,-89.3874147,late night food,38.0,43.9,0.0,12.0,0.0,isthmus,0.21
node/13270880290,43.0754897,-89.3856372,hardware store,37.9,37.5,0.0,24.6,0.0,downtown,0.21
node/9898292787,43.0693148,-89.392177,late night food,37.9,43.8,0.0,12.0,1.0,isthmus,0.66
node/2522840403,43.073012,-89.3986815,convenience store,37.9,35.0,13.6,2.5,0.0,general madison,0.2
node/2296195347,43.06918499999999,-89.3923898,late night food,37.9,43.5,0.0,12.0,1.0,isthmus,0.68
way/347311465,43.08226448792176,-89.37960634321263,coffee shop,37.9,36.4,0.0,26.2,0.3,tenney,0.84
node/1182271388,43.0748612,-89.3874147,coffee shop,37.8,36.2,0.0,26.2,0.0,isthmus,0.21
way/347311465,43.08226448792176,-89.37960634321263,coffee shop,37.8,36.0,0.0,26.2,0.3,tenney,0.84
way/107454783,43.07093661462544,-89.4522959346128,coworking space,37.8,46.4,0.0,5.9,1.0,west side,2.35
way/297754313,43.1132150211739,-89.34823242844925,convenience store,37.8,48.0,0.0,2.5,1.0,east washington,3.84
way/105672012,43.1273028782192,-89.29562357000532,daycare,37.8,41.1,0.0,16.3,0.7,east side,6.45
way/1134399617,43.0719294018631,-89.45223628239545,hardware store,37.8,36.8,0.0,24.6,0.7,west side,2.38
node/5584566093,43.07222829999999,-89.3983984,late night food,37.7,12.4,30.4,12.0,0.0,general madison,0.25
way/347311465,43.08226448792176,-89.37960634321263,hardware store,37.7,36.4,0.0,24.6,0.3,downtown,0.99
way/347311465,43.08226448792176,-89.37960634321263,urgent care,37.7,36.4,0.0,25.1,0.3,capitol square,0.9
node/8505198887,43.07490049999999,-89.39072080000001,coffee shop,37.7,35.6,0.0,26.2,0.0,isthmus,0.06
node/1182271388,43.0748612,-89.3874147,urgent care,37.7,36.2,0.0,25.1,0.0,capitol square,0.29
node/1182271388,43.0748612,-89.3874147,grocery store,37.7,36.2,0.0,25.0,0.0,isthmus,0.21
way/103183617,43.0733723384285,-89.38325501338285,urgent care,37.7,36.2,0.0,25.1,0.0,downtown,0.09
node/11165568572,43.0922149,-89.3599731,convenience store,37.7,47.5,0.0,2.5,0.7,east washington,1.58
node/11165568572,43.0922149,-89.3599731,late night food,37.7,42.8,0.0,12.0,0.7,east washington,1.58
node/1182271388,43.0748612,-89.3874147,hardware store,37.6,36.2,0.0,24.6,0.0,downtown,0.29
way/347311465,43.08226448792176,-89.37960634321263,hardware store,37.6,36.0,0.0,24.6,0.3,downtown,0.99
way/103183617,43.0733723384285,-89.38325501338285,hardware store,37.6,36.2,0.0,24.6,0.0,downtown,0.09
way/347311465,43.08226448792176,-89.37960634321263,urgent care,37.6,36.0,0.0,25.1,0.3,capitol square,0.9
node/6340379852,43.0749307,-89.39238,coffee shop,37.6,35.3,0.0,26.2,0.0,isthmus,0.19
node/2522840403,43.073012,-89.3986815,pharmacy,37.5,15.6,20.0,25.3,0.0,general madison,0.2
node/8505198887,43.07490049999999,-89.39072080000001,urgent care,37.5,35.6,0.0,25.1,0.0,capitol square,0.55
node/13190701833,43.0804576,-89.3685604,urgent care,37.5,35.4,0.0,25.1,0.3,east washington,1.26
node/9929920560,43.0531595,-89.4844202,coworking space,37.5,45.0,0.0,5.9,1.0,west side,1.36
node/591443374,43.0574728,-89.5049543,hardware store,37.5,35.9,0.0,24.6,0.0,west side,2.19
node/8505198887,43.07490049999999,-89.39072080000001,grocery store,37.5,35.6,0.0,25.0,0.0,isthmus,0.06
node/2522840403,43.073012,-89.3986815,coworking space,37.5,35.0,10.3,5.9,0.0,general madison,0.2
node/13270880290,43.0754897,-89.3856372,coworking space,37.5,45.1,0.0,5.9,0.0,capitol square,0.16
node/8505198887,43.07490049999999,-89.39072080000001,hardware store,37.5,35.6,0.0,24.6,0.0,downtown,0.55
node/13190701833,43.0804576,-89.3685604,hardware store,37.4,35.4,0.0,24.6,0.3,east washington,1.26
node/6340379852,43.0749307,-89.39238,urgent care,37.4,35.3,0.0,25.1,0.0,downtown,0.69
node/2522840403,43.073012,-89.3986815,hardware store,37.4,15.6,20.0,24.6,0.0,general madison,0.2
node/7126784708,43.0726154,-89.387835,late night food,37.4,41.6,0.0,12.0,0.0,isthmus,0.32
node/6340379852,43.0749307,-89.39238,grocery store,37.4,35.3,0.0,25.0,0.0,isthmus,0.19
node/6340379852,43.0749307,-89.39238,hardware store,37.4,35.3,0.0,24.6,0.0,downtown,0.69
way/1134399617,43.0719294018631,-89.45223628239545,coworking space,37.4,44.7,0.0,5.9,0.7,west side,2.38
node/3245483866,43.05513059999999,-89.4999204,coworking space,37.4,44.8,0.0,5.9,0.7,west side,1.96
way/105672012,43.1273028782192,-89.29562357000532,convenience store,37.3,45.9,0.0,2.5,0.7,east side,6.45
node/13190701833,43.0804576,-89.3685604,hardware store,37.3,34.9,0.0,24.6,0.3,east washington,1.26
node/5661434236,43.0752286,-89.3903163,coffee shop,37.3,34.0,0.0,26.2,0.0,isthmus,0.04
node/13190701833,43.0804576,-89.3685604,urgent care,37.3,34.9,0.0,25.1,0.3,east washington,1.26
node/7126784708,43.0726154,-89.387835,coffee shop,37.2,34.0,0.0,26.2,0.0,isthmus,0.32
node/4471944660,43.1086945,-89.3176002,convenience store,37.2,45.9,0.0,2.5,1.0,east side,3.88
node/7126784708,43.0726154,-89.387835,urgent care,37.1,34.0,0.0,25.1,0.0,downtown,0.35
node/5584566093,43.07222829999999,-89.3983984,convenience store,37.1,31.8,13.6,2.5,0.0,general madison,0.25
node/7324078516,43.0750199,-89.3899089,coffee shop,37.1,33.4,0.0,26.2,0.0,isthmus,0.01
node/7126784708,43.0726154,-89.387835,grocery store,37.1,34.0,0.0,25.0,0.0,isthmus,0.32
node/5661434236,43.0752286,-89.3903163,urgent care,37.1,34.0,0.0,25.1,0.0,capitol square,0.52
node/5661434236,43.0752286,-89.3903163,grocery store,37.1,34.0,0.0,25.0,0.0,isthmus,0.04
node/7126784708,43.0726154,-89.387835,hardware store,37.0,34.0,0.0,24.6,0.0,downtown,0.35
node/5661434236,43.0752286,-89.3903163,hardware store,37.0,34.0,0.0,24.6,0.0,downtown,0.53
node/2522840403,43.073012,-89.3986815,grocery store,37.0,15.6,18.1,25.0,0.0,general madison,0.2
node/2522752349,43.0746247,-89.3934014,convenience store,37.0,31.4,13.6,2.5,0.0,general madison,0.66
way/374720809,43.05761232897419,-89.50673069904921,hardware store,36.9,33.4,0.0,24.6,0.0,west side,2.32
way/37308634,43.074806106649646,-89.4441008496207,convenience store,36.9,44.3,0.0,2.5,0.7,campus,2.57
node/8319452818,43.07338489999999,-89.3944438,convenience store,36.9,31.1,13.6,2.5,0.0,general madison,0.55
node/7324078516,43.0750199,-89.3899089,urgent care,36.9,33.4,0.0,25.1,0.0,capitol square,0.49
node/7324078516,43.0750199,-89.3899089,hardware store,36.9,33.4,0.0,24.6,0.0,downtown,0.49
node/7324078516,43.0750199,-89.3899089,grocery store,36.9,33.4,0.0,25.0,0.0,isthmus,0.01
node/5642484847,43.0749071,-89.3819968,urgent care,36.9,33.3,0.0,25.1,0.0,capitol square,0.16
node/11165568572,43.0922149,-89.3599731,coworking space,36.9,42.8,0.0,5.9,0.7,east washington,1.58
node/5642484847,43.0749071,-89.3819968,hardware store,36.9,33.3,0.0,24.6,0.0,downtown,0.19
node/2522752354,43.0746727,-89.3903719,coffee shop,36.8,32.4,0.0,26.2,0.0,isthmus,0.05
node/7216954213,43.0747156,-89.39210400000002,coffee shop,36.8,32.4,0.0,26.2,0.0,isthmus,0.17
node/2522752354,43.0746727,-89.3903719,grocery store,36.7,32.4,0.0,25.0,0.0,isthmus,0.05
node/2522752354,43.0746727,-89.3903719,urgent care,36.7,32.4,0.0,25.1,0.0,downtown,0.52
node/5584566093,43.07222829999999,-89.3983984,pharmacy,36.7,12.4,20.0,25.3,0.0,general madison,0.25
node/7216954213,43.0747156,-89.39210400000002,grocery store,36.7,32.4,0.0,25.0,0.0,isthmus,0.17
node/7216954213,43.0747156,-89.39210400000002,urgent care,36.7,32.4,0.0,25.1,0.0,downtown,0.66
node/5584566093,43.07222829999999,-89.3983984,coworking space,36.7,31.8,10.3,5.9,0.0,general madison,0.25
node/5584566093,43.07222829999999,-89.3983984,hardware store,36.6,12.4,20.0,24.6,0.0,general madison,0.25
node/7216954213,43.0747156,-89.39210400000002,hardware store,36.6,32.4,0.0,24.6,0.0,downtown,0.66
node/2522752354,43.0746727,-89.3903719,hardware store,36.6,32.4,0.0,24.6,0.0,downtown,0.52
node/2522752349,43.0746247,-89.3934014,coffee shop,36.6,31.4,0.0,26.2,0.0,isthmus,0.28
node/11165568572,43.0922149,-89.3599731,convenience store,36.5,42.8,0.0,2.5,0.7,east washington,1.58
node/5642484847,43.0749071,-89.3819968,coworking space,36.5,41.3,0.0,5.9,0.0,capitol square,0.16
node/8319452818,43.07338489999999,-89.3944438,coffee shop,36.5,31.1,0.0,26.2,0.0,isthmus,0.4
node/591443374,43.0574728,-89.5049543,coworking space,36.4,41.0,0.0,5.9,0.0,west side,2.19
node/2522752349,43.0746247,-89.3934014,grocery store,36.4,31.4,0.0,25.0,0.0,isthmus,0.28
node/13190701833,43.0804576,-89.3685604,daycare,36.3,35.4,0.0,16.3,0.3,east washington,1.26
node/8319452818,43.07338489999999,-89.3944438,grocery store,36.3,31.1,0.0,25.0,0.0,isthmus,0.4
node/5584566093,43.07222829999999,-89.3983984,grocery store,36.2,12.4,18.1,25.0,0.0,general madison,0.25
node/13190701833,43.0804576,-89.3685604,daycare,36.2,34.9,0.0,16.3,0.3,east washington,1.26
node/2522840403,43.073012,-89.3986815,daycare,36.2,35.0,0.0,16.3,0.0,general madison,0.2
node/1182271388,43.0748612,-89.3874147,late night food,36.0,36.2,0.0,12.0,0.0,isthmus,0.21
way/105672012,43.1273028782192,-89.29562357000532,convenience store,36.0,41.1,0.0,2.5,0.7,east side,6.45
node/13190701833,43.0804576,-89.3685604,late night food,35.8,35.4,0.0,12.0,0.3,east washington,1.26
way/62164927,43.052617940773146,-89.47592550158006,coworking space,35.8,38.8,0.0,5.9,0.7,west side,1.42
node/8505198887,43.07490049999999,-89.39072080000001,late night food,35.8,35.6,0.0,12.0,0.0,isthmus,0.06
way/374720809,43.05761232897419,-89.50673069904921,coworking space,35.8,38.5,0.0,5.9,0.0,west side,2.32
node/2522840403,43.073012,-89.3986815,urgent care,35.7,15.6,13.0,25.1,0.0,general madison,0.2
node/6340379852,43.0749307,-89.39238,late night food,35.7,35.3,0.0,12.0,0.0,isthmus,0.19
node/13190701833,43.0804576,-89.3685604,late night food,35.6,34.9,0.0,12.0,0.3,east washington,1.26
node/13270880290,43.0754897,-89.3856372,coworking space,35.5,37.5,0.0,5.9,0.0,capitol square,0.16
node/7126784708,43.0726154,-89.387835,late night food,35.4,34.0,0.0,12.0,0.0,isthmus,0.32
node/5584566093,43.07222829999999,-89.3983984,daycare,35.4,31.8,0.0,16.3,0.0,general madison,0.25
node/5661434236,43.0752286,-89.3903163,late night food,35.4,34.0,0.0,12.0,0.0,isthmus,0.04
way/1134399617,43.0719294018631,-89.45223628239545,coworking space,35.3,36.8,0.0,5.9,0.7,west side,2.38
node/2522752349,43.0746247,-89.3934014,daycare,35.3,31.4,0.0,16.3,0.0,general madison,0.66
node/7324078516,43.0750199,-89.3899089,late night food,35.2,33.4,0.0,12.0,0.0,isthmus,0.01
way/347311465,43.08226448792176,-89.37960634321263,coworking space,35.2,36.4,0.0,5.9,0.3,capitol square,0.9
node/8319452818,43.07338489999999,-89.3944438,daycare,35.2,31.1,0.0,16.3,0.0,general madison,0.55
way/347311465,43.08226448792176,-89.37960634321263,coworking space,35.1,36.0,0.0,5.9,0.3,capitol square,0.9
node/591443374,43.0574728,-89.5049543,coworking space,35.1,35.9,0.0,5.9,0.0,west side,2.19
node/2522752354,43.0746727,-89.3903719,late night food,35.0,32.4,0.0,12.0,0.0,isthmus,0.05
node/7216954213,43.0747156,-89.39210400000002,late night food,35.0,32.4,0.0,12.0,0.0,isthmus,0.17
node/13190701833,43.0804576,-89.3685604,coworking space,35.0,35.4,0.0,5.9,0.3,east washington,1.26
node/13190701833,43.0804576,-89.3685604,coworking space,34.9,34.9,0.0,5.9,0.3,east washington,1.26
node/5584566093,43.07222829999999,-89.3983984,urgent care,34.9,12.4,13.0,25.1,0.0,general madison,0.25
node/2522752349,43.0746247,-89.3934014,late night food,34.7,31.4,0.0,12.0,0.0,isthmus,0.28
node/8319452818,43.07338489999999,-89.3944438,late night food,34.6,31.1,0.0,12.0,0.0,isthmus,0.4
way/374720809,43.05761232897419,-89.50673069904921,coworking space,34.5,33.4,0.0,5.9,0.0,west side,2.32
node/13190701833,43.0804576,-89.3685604,convenience store,34.5,35.4,0.0,2.5,0.3,east washington,1.26
node/5642484847,43.0749071,-89.3819968,coworking space,34.4,33.3,0.0,5.9,0.0,capitol square,0.16
node/13190701833,43.0804576,-89.3685604,convenience store,34.4,34.9,0.0,2.5,0.3,east washington,1.26
node/2522840403,43.073012,-89.3986815,convenience store,32.9,15.6,13.6,2.5,0.0,general madison,0.2
node/2522840403,43.073012,-89.3986815,coworking space,32.5,15.6,10.3,5.9,0.0,general madison,0.2
node/5584566093,43.07222829999999,-89.3983984,convenience store,32.1,12.4,13.6,2.5,0.0,general madison,0.25
node/5584566093,43.07222829999999,-89.3983984,coworking space,31.7,12.4,10.3,5.9,0.0,general madison,0.25
node/2522840403,43.073012,-89.3986815,daycare,31.2,15.6,0.0,16.3,0.0,general madison,0.2
node/5584566093,43.07222829999999,-89.3983984,daycare,30.3,12.4,0.0,16.3,0.0,general madison,0.25
way/683558076,43.07344465006298,-89.3072994000038,coffee shop,50.5,50.0,42.9,26.2,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,restaurant,51.8,50.0,45.5,30.0,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,pharmacy,38.0,50.0,0.0,25.3,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,grocery store,38.0,50.0,0.0,25.0,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,bar,46.7,50.0,25.3,35.0,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,gym,45.4,50.0,20.0,36.5,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,late night food,41.9,50.0,20.0,12.0,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,bakery,66.2,50.0,100.0,20.6,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,convenience store,34.8,50.0,0.0,2.5,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,coworking space,54.5,50.0,66.7,5.9,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,daycare,36.7,50.0,0.0,16.3,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,hardware store,37.9,50.0,0.0,24.6,1.0,monona,2.51
way/683558076,43.07344465006298,-89.3072994000038,urgent care,38.0,50.0,0.0,25.1,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,coffee shop,50.5,50.0,42.9,26.2,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,restaurant,51.8,50.0,45.5,30.0,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,pharmacy,38.0,50.0,0.0,25.3,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,grocery store,38.0,50.0,0.0,25.0,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,bar,46.7,50.0,25.3,35.0,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,gym,45.4,50.0,20.0,36.5,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,late night food,41.9,50.0,20.0,12.0,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,bakery,66.2,50.0,100.0,20.6,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,convenience store,34.8,50.0,0.0,2.5,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,coworking space,54.5,50.0,66.7,5.9,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,daycare,36.7,50.0,0.0,16.3,1.0,east side,1.85
way/683558076,43.07344465006298,-89.3072994000038,hardware store,37.9,50.0,0.0,24.6,1.0,monona,2.51
way/683558076,43.07344465006298,-89.3072994000038,urgent care,38.0,50.0,0.0,25.1,1.0,east side,1.85
