id,lat,lon,business_type,final_probability,base_business_score,sentiment_score,trends_demand_score,saturation_score,matched_sentiment_location,distance_to_sentiment_km
node/1182271388,43.0748612,-89.3874147,convenience store,47.7,36.2,50.0,2.5,0.0,downtown,0.29
way/347311465,43.08226448792176,-89.37960634321263,convenience store,47.7,36.0,50.0,2.5,0.3,downtown,0.99
node/3245483866,43.05513059999999,-89.4999204,pharmacy,47.7,54.8,20.0,25.3,0.7,junction,1.28
way/103183617,43.0733723384285,-89.38325501338285,convenience store,47.7,36.2,50.0,2.5,0.0,downtown,0.09
node/1182271388,43.0748612,-89.3874147,bar,47.6,36.2,33.3,35.0,0.0,isthmus,0.21
node/8505198887,43.07490049999999,-89.39072080000001,convenience store,47.6,35.6,50.0,2.5,0.0,downtown,0.55
way/1134399617,43.0719294018631,-89.45223628239545,bakery,47.6,36.8,40.0,20.6,0.7,west side,2.38
node/4925300456,43.0407409,-89.3953648,hardware store,47.6,54.7,20.0,24.6,1.0,general madison,3.63
node/2522840403,43.073012,-89.3986815,coffee shop,47.6,35.0,38.8,26.2,0.0,general madison,0.2
way/62164927,43.052617940773146,-89.47592550158006,bar,47.6,38.8,30.6,35.0,0.7,west side,1.42
way/103183617,43.0733723384285,-89.38325501338285,bar,47.5,36.2,32.8,35.0,0.0,downtown,0.09
way/43926492,43.05209980648997,-89.50251034738326,daycare,47.5,58.5,20.0,16.3,1.0,west side,2.32
node/5584566093,43.07222829999999,-89.3983984,restaurant,47.5,31.8,39.7,30.0,0.0,general madison,0.25
node/8505198887,43.07490049999999,-89.39072080000001,bar,47.5,35.6,33.3,35.0,0.0,isthmus,0.06
node/6340379852,43.0749307,-89.39238,convenience store,47.5,35.3,50.0,2.5,0.0,downtown,0.69
node/9427078625,43.03668480000002,-89.4151298,hardware store,47.5,54.3,20.0,24.6,1.0,general madison,4.2
way/374720809,43.05761232897419,-89.50673069904921,bar,47.5,38.5,30.6,35.0,0.0,west side,2.32
node/2522752349,43.0746247,-89.3934014,restaurant,47.4,31.4,39.7,30.0,0.0,general madison,0.66
way/62164927,43.052617940773146,-89.47592550158006,grocery store,47.4,48.8,25.0,25.0,0.7,west side,1.42
node/4420709485,43.0945861,-89.36413690000002,grocery store,47.4,48.8,25.0,25.0,1.0,east washington,1.96
node/11167096805,43.05006699999999,-89.3920584,hardware store,47.4,53.7,20.0,24.6,1.0,general madison,2.67
way/456695749,43.06623340255474,-89.41478794793663,pharmacy,47.4,53.4,20.0,25.3,1.0,general madison,1.34
node/591443374,43.0574728,-89.5049543,bakery,47.4,35.9,40.0,20.6,0.0,west side,2.19
node/6340379852,43.0749307,-89.39238,bar,47.4,35.3,33.3,35.0,0.0,isthmus,0.19
node/8319452818,43.07338489999999,-89.3944438,restaurant,47.3,31.1,39.7,30.0,0.0,general madison,0.55
node/5642484847,43.0749071,-89.3819968,grocery store,47.3,41.3,32.0,25.0,0.0,downtown,0.19
node/11477165381,43.0640971,-89.4181216,pharmacy,47.2,52.7,20.0,25.3,1.0,general madison,1.7
way/433662536,43.06239599285799,-89.40046167839698,pharmacy,47.2,52.7,20.0,25.3,1.0,general madison,1.19
way/297754313,43.1132150211739,-89.34823242844925,grocery store,47.2,48.0,25.0,25.0,1.0,east washington,3.84
node/5661434236,43.0752286,-89.3903163,convenience store,47.2,34.0,50.0,2.5,0.0,downtown,0.53
node/7126784708,43.0726154,-89.387835,convenience store,47.2,34.0,50.0,2.5,0.0,downtown,0.35
node/5661434236,43.0752286,-89.3903163,bar,47.1,34.0,33.3,35.0,0.0,isthmus,0.04
node/11165568572,43.0922149,-89.3599731,grocery store,47.1,47.5,25.0,25.0,0.7,east washington,1.58
way/433662536,43.06239599285799,-89.40046167839698,hardware store,47.1,52.7,20.0,24.6,1.0,general madison,1.19
node/7126784708,43.0726154,-89.387835,bar,47.1,34.0,33.3,35.0,0.0,isthmus,0.32
way/86579194,43.0542186082353,-89.50844628851435,daycare,47.0,56.6,20.0,16.3,1.0,west side,2.6
node/7324078516,43.0750199,-89.3899089,convenience store,47.0,33.4,50.0,2.5,0.0,downtown,0.49
node/591443374,43.0574728,-89.5049543,late night food,47.0,41.0,37.5,12.0,0.0,west side,2.19
node/5642484847,43.0749071,-89.3819968,convenience store,47.0,33.3,50.0,2.5,0.0,downtown,0.19
node/4471944660,43.1086945,-89.3176002,gym,46.9,45.9,20.0,36.5,1.0,east side,3.88
way/86579194,43.0542186082353,-89.50844628851435,pharmacy,46.9,51.5,20.0,25.3,1.0,junction,1.09
node/7324078516,43.0750199,-89.3899089,bar,46.9,33.4,33.3,35.0,0.0,isthmus,0.01
way/105672012,43.1273028782192,-89.29562357000532,gym,46.9,45.9,20.0,36.5,0.7,east side,6.45
way/105672012,43.1273028782192,-89.29562357000532,bar,46.8,41.1,25.3,35.0,0.7,east side,6.45
way/107454783,43.07093661462544,-89.4522959346128,grocery store,46.8,46.4,25.0,25.0,1.0,west side,2.35
node/591443374,43.0574728,-89.5049543,bar,46.8,35.9,30.6,35.0,0.0,west side,2.19
node/5584566093,43.07222829999999,-89.3983984,coffee shop,46.8,31.8,38.8,26.2,0.0,general madison,0.25
node/7259543422,43.074288,-89.390416,gym,46.8,45.1,20.5,36.5,0.0,downtown,0.52
node/5642484847,43.0749071,-89.3819968,bar,46.8,41.3,25.0,35.0,0.0,capitol square,0.16
way/374720809,43.05761232897419,-89.50673069904921,bakery,46.8,33.4,40.0,20.6,0.0,west side,2.32
way/433662536,43.06239599285799,-89.40046167839698,grocery store,46.7,52.7,18.1,25.0,1.0,general madison,1.19
node/2522752349,43.0746247,-89.3934014,pharmacy,46.7,50.8,20.0,25.3,0.0,general madison,0.66
way/457429394,43.067593640730266,-89.40616022507491,pharmacy,46.7,51.0,20.0,25.3,0.7,general madison,0.73
way/433662536,43.06239599285799,-89.40046167839698,urgent care,46.7,57.8,13.0,25.1,1.0,general madison,1.19
way/457429394,43.067593640730266,-89.40616022507491,hardware store,46.7,51.0,20.0,24.6,0.7,general madison,0.73
node/2522752354,43.0746727,-89.3903719,convenience store,46.7,32.4,50.0,2.5,0.0,downtown,0.52
node/7216954213,43.0747156,-89.39210400000002,convenience store,46.7,32.4,50.0,2.5,0.0,downtown,0.66
node/2296195347,43.06918499999999,-89.3923898,gym,46.7,43.5,21.6,36.5,1.0,general madison,0.84
node/8319452818,43.07338489999999,-89.3944438,pharmacy,46.6,50.5,20.0,25.3,0.0,general madison,0.55
node/7216954213,43.0747156,-89.39210400000002,bar,46.6,32.4,33.3,35.0,0.0,isthmus,0.17
node/9898292787,43.0693148,-89.392177,pharmacy,46.6,57.8,12.5,25.3,1.0,downtown,0.84
node/2296195347,43.06918499999999,-89.3923898,urgent care,46.6,57.5,13.0,25.1,1.0,general madison,0.84
node/11167096805,43.05006699999999,-89.3920584,gym,46.6,64.7,0.0,36.5,1.0,fish hatchery,1.13
node/2522752349,43.0746247,-89.3934014,hardware store,46.6,50.8,20.0,24.6,0.0,general madison,0.66
way/1135060521,43.12621310768891,-89.3042274176044,late night food,46.6,57.1,20.0,12.0,1.0,east side,6.07
node/2522752354,43.0746727,-89.3903719,bar,46.6,32.4,33.3,35.0,0.0,isthmus,0.05
node/9427078625,43.03668480000002,-89.4151298,hardware store,46.6,50.8,20.0,24.6,1.0,general madison,4.2
node/9929920560,43.0531595,-89.4844202,daycare,46.6,55.0,20.0,16.3,1.0,west side,1.36
node/3245483866,43.05513059999999,-89.4999204,daycare,46.6,54.8,20.0,16.3,0.7,west side,1.96
node/8319452818,43.07338489999999,-89.3944438,hardware store,46.5,50.5,20.0,24.6,0.0,general madison,0.55
way/103183617,43.0733723384285,-89.38325501338285,gym,46.5,43.9,20.5,36.5,0.0,downtown,0.09
node/9898292787,43.0693148,-89.392177,gym,46.5,43.8,20.5,36.5,1.0,downtown,0.84
way/297754313,43.1132150211739,-89.34823242844925,bar,46.4,48.0,16.9,35.0,1.0,east washington,3.84
node/9929920560,43.0531595,-89.4844202,grocery store,46.4,45.0,25.0,25.0,1.0,west side,1.36
way/107454783,43.07093661462544,-89.4522959346128,daycare,46.4,54.3,20.0,16.3,1.0,west side,2.35
way/62164927,43.052617940773146,-89.47592550158006,late night food,46.4,38.8,37.5,12.0,0.7,west side,1.42
way/1134399617,43.0719294018631,-89.45223628239545,grocery store,46.4,44.7,25.0,25.0,0.7,west side,2.38
way/37308634,43.074806106649646,-89.4441008496207,coffee shop,46.4,44.3,25.0,26.2,0.7,campus,2.57
node/2522752349,43.0746247,-89.3934014,bar,46.4,31.4,33.3,35.0,0.0,isthmus,0.28
node/13270880290,43.0754897,-89.3856372,grocery store,46.3,37.5,32.0,25.0,0.0,downtown,0.21
way/374720809,43.05761232897419,-89.50673069904921,late night food,46.3,38.5,37.5,12.0,0.0,west side,2.32
node/8319452818,43.07338489999999,-89.3944438,bar,46.3,31.1,33.3,35.0,0.0,isthmus,0.4
node/956773894,43.0972453,-89.3152071,late night food,46.3,55.9,20.0,12.0,1.0,east side,2.75
way/457429394,43.067593640730266,-89.40616022507491,grocery store,46.2,51.0,18.1,25.0,0.7,general madison,0.73
node/13190701833,43.0804576,-89.3685604,pharmacy,46.2,35.4,33.3,25.3,0.3,east washington,1.26
way/374720809,43.05761232897419,-89.50673069904921,bar,46.2,33.4,30.6,35.0,0.0,west side,2.32
way/43926492,43.05209980648997,-89.50251034738326,pharmacy,46.1,48.4,20.0,25.3,1.0,junction,1.46
node/13190701833,43.0804576,-89.3685604,pharmacy,46.0,34.9,33.3,25.3,0.3,east washington,1.26
way/347311465,43.08226448792176,-89.37960634321263,grocery store,46.0,36.4,32.0,25.0,0.3,downtown,0.99
way/103183617,43.0733723384285,-89.38325501338285,grocery store,46.0,36.2,32.0,25.0,0.0,downtown,0.09
node/7126784708,43.0726154,-89.387835,gym,45.9,41.6,20.5,36.5,0.0,downtown,0.35
node/11165568572,43.0922149,-89.3599731,grocery store,45.9,42.8,25.0,25.0,0.7,east washington,1.58
way/347311465,43.08226448792176,-89.37960634321263,grocery store,45.9,36.0,32.0,25.0,0.3,downtown,0.99
way/1134399617,43.0719294018631,-89.45223628239545,late night food,45.9,36.8,37.5,12.0,0.7,west side,2.38
node/13270880290,43.0754897,-89.3856372,bar,45.8,37.5,25.0,35.0,0.0,capitol square,0.16
way/103183617,43.0733723384285,-89.38325501338285,coworking space,45.8,43.9,33.3,5.9,0.0,downtown,0.09
node/3240429353,43.0574313,-89.3989271,hardware store,45.7,47.2,20.0,24.6,0.7,general madison,1.75
way/86579194,43.0542186082353,-89.50844628851435,daycare,45.7,51.5,20.0,16.3,1.0,west side,2.6
node/591443374,43.0574728,-89.5049543,late night food,45.7,35.9,37.5,12.0,0.0,west side,2.19
way/105672012,43.1273028782192,-89.29562357000532,gym,45.6,41.1,20.0,36.5,0.7,east side,6.45
node/956773894,43.0972453,-89.3152071,late night food,45.5,52.7,20.0,12.0,1.0,east side,2.75
node/4471944660,43.1086945,-89.3176002,late night food,45.5,52.7,20.0,12.0,1.0,east side,3.88
way/347311465,43.08226448792176,-89.37960634321263,bar,45.5,36.4,25.0,35.0,0.3,capitol square,0.9
way/987655471,43.05749205759648,-89.42806675954046,bar,45.4,60.8,0.0,35.0,0.7,vilas,1.49
way/347311465,43.08226448792176,-89.37960634321263,bar,45.4,36.0,25.0,35.0,0.3,capitol square,0.9
way/433662536,43.06239599285799,-89.40046167839698,urgent care,45.4,52.7,13.0,25.1,1.0,general madison,1.19
node/4925300456,43.0407409,-89.3953648,hardware store,45.4,46.2,20.0,24.6,1.0,general madison,3.63
way/457429394,43.067593640730266,-89.40616022507491,pharmacy,45.4,45.9,20.0,25.3,0.7,general madison,0.73
node/7259543422,43.074288,-89.390416,pharmacy,45.3,52.7,12.5,25.3,0.0,downtown,0.52
way/456695749,43.06623340255474,-89.41478794793663,coworking space,45.3,58.5,16.7,5.9,1.0,campus,1.17
way/457429394,43.067593640730266,-89.40616022507491,hardware store,45.3,45.9,20.0,24.6,0.7,general madison,0.73
node/5642484847,43.0749071,-89.3819968,grocery store,45.2,33.3,32.0,25.0,0.0,downtown,0.19
node/3245483866,43.05513059999999,-89.4999204,pharmacy,45.1,44.8,20.0,25.3,0.7,junction,1.28
node/11167096805,43.05006699999999,-89.3920584,urgent care,45.1,64.7,0.0,25.1,1.0,monroe street,1.26
node/11477165381,43.0640971,-89.4181216,coworking space,45.1,57.8,16.7,5.9,1.0,campus,1.46
way/374720809,43.05761232897419,-89.50673069904921,late night food,45.0,33.4,37.5,12.0,0.0,west side,2.32
node/2522752354,43.0746727,-89.3903719,pharmacy,45.0,51.8,12.5,25.3,0.0,downtown,0.52
node/8505198887,43.07490049999999,-89.39072080000001,pharmacy,45.0,51.8,12.5,25.3,0.0,downtown,0.55
node/7216954213,43.0747156,-89.39210400000002,pharmacy,45.0,51.8,12.5,25.3,0.0,downtown,0.66
way/62164927,43.052617940773146,-89.47592550158006,daycare,45.0,48.8,20.0,16.3,0.7,west side,1.42
node/2522752349,43.0746247,-89.3934014,urgent care,44.9,50.8,13.0,25.1,0.0,general madison,0.66
way/456695749,43.06623340255474,-89.41478794793663,gym,44.9,58.5,0.0,36.5,1.0,camp randall,0.45
way/457429394,43.067593640730266,-89.40616022507491,grocery store,44.9,45.9,18.1,25.0,0.7,general madison,0.73
way/43926492,43.05209980648997,-89.50251034738326,daycare,44.9,48.4,20.0,16.3,1.0,west side,2.32
node/6340379852,43.0749307,-89.39238,pharmacy,44.9,51.5,12.5,25.3,0.0,downtown,0.69
node/11477165381,43.0640971,-89.4181216,gym,44.8,57.8,0.0,36.5,1.0,camp randall,0.79
way/62164927,43.052617940773146,-89.47592550158006,grocery store,44.8,38.8,25.0,25.0,0.7,west side,1.42
node/2296195347,43.06918499999999,-89.3923898,pharmacy,44.8,43.5,20.0,25.3,1.0,general madison,0.84
node/8319452818,43.07338489999999,-89.3944438,urgent care,44.8,50.5,13.0,25.1,0.0,general madison,0.55
node/2296195347,43.06918499999999,-89.3923898,hardware store,44.7,43.5,20.0,24.6,1.0,general madison,0.84
node/5642484847,43.0749071,-89.3819968,bar,44.7,33.3,25.0,35.0,0.0,capitol square,0.16
node/3240429353,43.0574313,-89.3989271,bar,44.7,58.2,0.0,35.0,0.7,vilas,0.94
node/11074151817,43.09860369999999,-89.3487346,gym,44.6,57.0,0.0,36.5,1.0,east washington,2.22
node/5661434236,43.0752286,-89.3903163,pharmacy,44.6,50.2,12.5,25.3,0.0,downtown,0.53
way/433662536,43.06239599285799,-89.40046167839698,bar,44.6,57.8,0.0,35.0,1.0,vilas,1.13
way/103183617,43.0733723384285,-89.38325501338285,gym,44.5,36.2,20.5,36.5,0.0,downtown,0.09
node/2522840403,43.073012,-89.3986815,gym,44.5,35.0,21.6,36.5,0.0,general madison,0.2
node/2522840403,43.073012,-89.3986815,bakery,44.5,15.6,49.1,20.6,0.0,general madison,0.2
way/1135060521,43.12621310768891,-89.3042274176044,grocery store,44.4,62.0,0.0,25.0,1.0,east side,6.07
node/7324078516,43.0750199,-89.3899089,pharmacy,44.4,49.6,12.5,25.3,0.0,downtown,0.49
way/1135060521,43.12621310768891,-89.3042274176044,pharmacy,44.4,62.0,0.0,25.3,1.0,east side,6.07
way/1135060521,43.12621310768891,-89.3042274176044,urgent care,44.4,62.0,0.0,25.1,1.0,east side,6.07
way/107454783,43.07093661462544,-89.4522959346128,daycare,44.4,46.4,20.0,16.3,1.0,west side,2.35
node/8773830624,43.128389899999995,-89.3611411,bar,44.4,57.2,0.0,35.0,1.0,marquette,5.39
node/6340379852,43.0749307,-89.39238,gym,44.3,35.3,20.5,36.5,0.0,downtown,0.69
way/1135060521,43.12621310768891,-89.3042274176044,hardware store,44.3,62.0,0.0,24.6,1.0,east washington,6.59
way/1134399617,43.0719294018631,-89.45223628239545,grocery store,44.3,36.8,25.0,25.0,0.7,west side,2.38
node/11074151817,43.09860369999999,-89.3487346,gym,44.3,55.9,0.0,36.5,1.0,east washington,2.22
node/2522840403,43.073012,-89.3986815,bar,44.2,35.0,21.4,35.0,0.0,general madison,0.2
node/591443374,43.0574728,-89.5049543,pharmacy,44.1,41.0,20.0,25.3,0.0,junction,0.83
way/987655471,43.05749205759648,-89.42806675954046,urgent care,44.1,60.8,0.0,25.1,0.7,monroe street,1.84
node/9929920560,43.0531595,-89.4844202,daycare,44.0,45.0,20.0,16.3,1.0,west side,1.36
node/13190701833,43.0804576,-89.3685604,grocery store,44.0,35.4,25.0,25.0,0.3,east washington,1.26
node/4925300456,43.0407409,-89.3953648,gym,44.0,54.7,0.0,36.5,1.0,fish hatchery,0.44
node/9929920560,43.0531595,-89.4844202,gym,44.0,55.0,0.0,36.5,1.0,west side,1.36
node/3245483866,43.05513059999999,-89.4999204,daycare,44.0,44.8,20.0,16.3,0.7,west side,1.96
way/456695749,43.06623340255474,-89.41478794793663,coworking space,44.0,53.4,16.7,5.9,1.0,campus,1.17
way/433662536,43.06239599285799,-89.40046167839698,convenience store,43.9,57.8,13.6,2.5,1.0,general madison,1.19
node/11167096805,43.05006699999999,-89.3920584,daycare,43.9,64.7,0.0,16.3,1.0,vilas,1.56
node/7126784708,43.0726154,-89.387835,gym,43.9,34.0,20.5,36.5,0.0,downtown,0.35
way/1134399617,43.0719294018631,-89.45223628239545,daycare,43.9,44.7,20.0,16.3,0.7,west side,2.38
node/5029100532,43.0939931,-89.3411095,gym,43.8,54.2,0.0,36.5,1.0,east washington,1.94
node/2296195347,43.06918499999999,-89.3923898,convenience store,43.8,57.5,13.6,2.5,1.0,general madison,0.84
node/11477165381,43.0640971,-89.4181216,coworking space,43.8,52.7,16.7,5.9,1.0,campus,1.46
node/8773830624,43.128389899999995,-89.3611411,restaurant,43.8,57.2,0.0,30.0,1.0,north side,2.55
node/956773581,43.0940178,-89.3414668,gym,43.8,54.2,0.0,36.5,1.0,east washington,1.93
way/103183617,43.0733723384285,-89.38325501338285,coworking space,43.8,36.2,33.3,5.9,0.0,downtown,0.09
node/4420709485,43.0945861,-89.36413690000002,gym,43.8,54.0,0.0,36.5,1.0,east washington,1.96
node/13190701833,43.0804576,-89.3685604,grocery store,43.8,34.9,25.0,25.0,0.3,east washington,1.26
node/4471944660,43.1086945,-89.3176002,late night food,43.7,45.9,20.0,12.0,1.0,east side,3.88
way/103183617,43.0733723384285,-89.38325501338285,late night food,43.7,43.9,21.9,12.0,0.0,downtown,0.09
way/105672012,43.1273028782192,-89.29562357000532,late night food,43.7,45.9,20.0,12.0,0.7,east side,6.45
way/107454783,43.07093661462544,-89.4522959346128,bar,43.7,54.3,0.0,35.0,1.0,hilldale,0.3
node/5584566093,43.07222829999999,-89.3983984,bakery,43.7,12.4,49.1,20.6,0.0,general madison,0.25
node/11167096805,43.05006699999999,-89.3920584,gym,43.7,53.7,0.0,36.5,1.0,fish hatchery,1.13
node/5584566093,43.07222829999999,-89.3983984,gym,43.6,31.8,21.6,36.5,0.0,general madison,0.25
node/4420709485,43.0945861,-89.36413690000002,bar,43.6,54.0,0.0,35.0,1.0,marquette,1.62
way/456695749,43.06623340255474,-89.41478794793663,gym,43.6,53.4,0.0,36.5,1.0,camp randall,0.45
way/374720809,43.05761232897419,-89.50673069904921,pharmacy,43.5,38.5,20.0,25.3,0.0,junction,0.76
node/956773581,43.0940178,-89.3414668,gym,43.5,53.1,0.0,36.5,1.0,east washington,1.93
node/2522752349,43.0746247,-89.3934014,gym,43.5,31.4,21.6,36.5,0.0,general madison,0.66
node/2522840403,43.073012,-89.3986815,late night food,43.5,35.0,30.4,12.0,0.0,general madison,0.2
way/456695749,43.06623340255474,-89.41478794793663,urgent care,43.5,58.5,0.0,25.1,1.0,camp randall,0.45
node/5029100532,43.0939931,-89.3411095,gym,43.5,53.1,0.0,36.5,1.0,east washington,1.94
way/987655471,43.05749205759648,-89.42806675954046,bakery,43.5,60.8,0.0,20.6,0.7,monroe street,1.84
node/11477165381,43.0640971,-89.4181216,gym,43.5,52.7,0.0,36.5,1.0,camp randall,0.79
node/2522752354,43.0746727,-89.3903719,gym,43.5,32.4,20.5,36.5,0.0,downtown,0.52
node/7216954213,43.0747156,-89.39210400000002,gym,43.5,32.4,20.5,36.5,0.0,downtown,0.66
node/2296195347,43.06918499999999,-89.3923898,coffee shop,43.4,57.5,0.0,26.2,1.0,isthmus,0.68
node/5584566093,43.07222829999999,-89.3983984,bar,43.4,31.8,21.4,35.0,0.0,general madison,0.25
node/9898292787,43.0693148,-89.392177,coffee shop,43.4,57.8,0.0,26.2,1.0,isthmus,0.66
node/8319452818,43.07338489999999,-89.3944438,gym,43.4,31.1,21.6,36.5,0.0,general madison,0.55
node/3240429353,43.0574313,-89.3989271,urgent care,43.4,58.2,0.0,25.1,0.7,monroe street,1.04
way/43926492,43.05209980648997,-89.50251034738326,hardware store,43.4,58.5,0.0,24.6,1.0,west side,2.32
way/37308634,43.074806106649646,-89.4441008496207,coworking space,43.4,51.0,16.7,5.9,0.7,campus,2.57
node/9898292787,43.0693148,-89.392177,grocery store,43.3,57.8,0.0,25.0,1.0,isthmus,0.66
way/433662536,43.06239599285799,-89.40046167839698,bar,43.3,52.7,0.0,35.0,1.0,vilas,1.13
node/11477165381,43.0640971,-89.4181216,urgent care,43.3,57.8,0.0,25.1,1.0,camp randall,0.79
node/2522840403,43.073012,-89.3986815,restaurant,43.3,15.6,39.7,30.0,0.0,general madison,0.2
node/7259543422,43.074288,-89.390416,pharmacy,43.3,45.1,12.5,25.3,0.0,downtown,0.52
node/13270880290,43.0754897,-89.3856372,pharmacy,43.3,45.1,12.5,25.3,0.0,downtown,0.21
node/9898292787,43.0693148,-89.392177,urgent care,43.3,57.8,0.0,25.1,1.0,downtown,0.84
node/8773830624,43.128389899999995,-89.3611411,coffee shop,43.3,57.2,0.0,26.2,1.0,tenney,4.88
node/2296195347,43.06918499999999,-89.3923898,grocery store,43.2,57.5,0.0,25.0,1.0,isthmus,0.68
way/1135060521,43.12621310768891,-89.3042274176044,daycare,43.2,62.0,0.0,16.3,1.0,east side,6.07
node/9898292787,43.0693148,-89.392177,hardware store,43.2,57.8,0.0,24.6,1.0,downtown,0.84
node/11074151817,43.09860369999999,-89.3487346,urgent care,43.1,57.0,0.0,25.1,1.0,east washington,2.22
way/1135060521,43.12621310768891,-89.3042274176044,urgent care,43.1,57.1,0.0,25.1,1.0,east side,6.07
way/1135060521,43.12621310768891,-89.3042274176044,pharmacy,43.1,57.1,0.0,25.3,1.0,east side,6.07
node/8773830624,43.128389899999995,-89.3611411,urgent care,43.1,57.2,0.0,25.1,1.0,east washington,5.54
node/8773830624,43.128389899999995,-89.3611411,hardware store,43.1,57.2,0.0,24.6,1.0,east washington,5.54
way/1135060521,43.12621310768891,-89.3042274176044,grocery store,43.1,57.1,0.0,25.0,1.0,east side,6.07
node/8773830624,43.128389899999995,-89.3611411,bar,43.0,51.8,0.0,35.0,1.0,marquette,5.39
way/1135060521,43.12621310768891,-89.3042274176044,hardware store,43.0,57.1,0.0,24.6,1.0,east washington,6.59
node/591443374,43.0574728,-89.5049543,daycare,43.0,41.0,20.0,16.3,0.0,west side,2.19
way/457429394,43.067593640730266,-89.40616022507491,gym,43.0,51.0,0.0,36.5,0.7,camp randall,0.6
node/11074151817,43.09860369999999,-89.3487346,hardware store,43.0,57.0,0.0,24.6,1.0,east washington,2.22
node/2296195347,43.06918499999999,-89.3923898,urgent care,43.0,43.5,13.0,25.1,1.0,general madison,0.84
way/456695749,43.06623340255474,-89.41478794793663,bakery,42.9,58.5,0.0,20.6,1.0,camp randall,0.45
node/1182271388,43.0748612,-89.3874147,pharmacy,42.9,43.9,12.5,25.3,0.0,downtown,0.29
way/86579194,43.0542186082353,-89.50844628851435,hardware store,42.9,56.6,0.0,24.6,1.0,west side,2.6
node/9898292787,43.0693148,-89.392177,pharmacy,42.9,43.8,12.5,25.3,1.0,downtown,0.84
node/4420709485,43.0945861,-89.36413690000002,restaurant,42.9,54.0,0.0,30.0,1.0,marquette,1.62
way/987655471,43.05749205759648,-89.42806675954046,daycare,42.9,60.8,0.0,16.3,0.7,vilas,1.49
way/103183617,43.0733723384285,-89.38325501338285,pharmacy,42.9,43.9,12.5,25.3,0.0,downtown,0.09
way/297754313,43.1132150211739,-89.34823242844925,restaurant,42.9,54.0,0.0,30.0,1.0,north side,2.6
way/37308634,43.074806106649646,-89.4441008496207,bar,42.8,51.0,0.0,35.0,0.7,hilldale,0.52
node/956773894,43.0972453,-89.3152071,grocery store,42.8,55.9,0.0,25.0,1.0,east side,2.75
node/956773894,43.0972453,-89.3152071,pharmacy,42.8,55.9,0.0,25.3,1.0,east side,2.75
node/11074151817,43.09860369999999,-89.3487346,urgent care,42.8,55.9,0.0,25.1,1.0,east washington,2.22
node/591443374,43.0574728,-89.5049543,pharmacy,42.8,35.9,20.0,25.3,0.0,junction,0.83
node/956773894,43.0972453,-89.3152071,urgent care,42.8,55.9,0.0,25.1,1.0,east side,2.75
node/11074151817,43.09860369999999,-89.3487346,hardware store,42.7,55.9,0.0,24.6,1.0,east washington,2.22
node/5584566093,43.07222829999999,-89.3983984,late night food,42.7,31.8,30.4,12.0,0.0,general madison,0.25
node/11477165381,43.0640971,-89.4181216,bakery,42.7,57.8,0.0,20.6,1.0,camp randall,0.79
node/956773894,43.0972453,-89.3152071,hardware store,42.7,55.9,0.0,24.6,1.0,east washington,3.7
node/2522840403,43.073012,-89.3986815,pharmacy,42.6,35.0,20.0,25.3,0.0,general madison,0.2
node/11167096805,43.05006699999999,-89.3920584,coworking space,42.6,64.7,0.0,5.9,1.0,park street,0.57
way/433662536,43.06239599285799,-89.40046167839698,convenience store,42.6,52.7,13.6,2.5,1.0,general madison,1.19
node/9929920560,43.0531595,-89.4844202,hardware store,42.5,55.0,0.0,24.6,1.0,west side,1.36
node/4925300456,43.0407409,-89.3953648,urgent care,42.5,54.7,0.0,25.1,1.0,monroe street,1.47
node/2522840403,43.073012,-89.3986815,hardware store,42.5,35.0,20.0,24.6,0.0,general madison,0.2
node/4420709485,43.0945861,-89.36413690000002,coffee shop,42.5,54.0,0.0,26.2,1.0,tenney,1.17
way/297754313,43.1132150211739,-89.34823242844925,coffee shop,42.5,54.0,0.0,26.2,1.0,tenney,3.6
node/2522840403,43.073012,-89.3986815,coffee shop,42.5,15.6,38.8,26.2,0.0,general madison,0.2
node/5584566093,43.07222829999999,-89.3983984,restaurant,42.4,12.4,39.7,30.0,0.0,general madison,0.25
node/4420709485,43.0945861,-89.36413690000002,gym,42.4,48.8,0.0,36.5,1.0,east washington,1.96
way/62164927,43.052617940773146,-89.47592550158006,daycare,42.4,38.8,20.0,16.3,0.7,west side,1.42
way/987655471,43.05749205759648,-89.42806675954046,late night food,42.4,60.8,0.0,12.0,0.7,vilas,1.49
way/105672012,43.1273028782192,-89.29562357000532,late night food,42.4,41.1,20.0,12.0,0.7,east side,6.45
node/8773830624,43.128389899999995,-89.3611411,restaurant,42.4,51.8,0.0,30.0,1.0,north side,2.55
way/62164927,43.052617940773146,-89.47592550158006,gym,42.4,48.8,0.0,36.5,0.7,west side,1.42
node/3245483866,43.05513059999999,-89.4999204,hardware store,42.4,54.8,0.0,24.6,0.7,west side,1.96
node/9427078625,43.03668480000002,-89.4151298,urgent care,42.4,54.3,0.0,25.1,1.0,monroe street,1.65
node/7126784708,43.0726154,-89.387835,pharmacy,42.4,41.6,12.5,25.3,0.0,downtown,0.35
way/107454783,43.07093661462544,-89.4522959346128,hardware store,42.3,54.3,0.0,24.6,1.0,west side,2.35
way/374720809,43.05761232897419,-89.50673069904921,daycare,42.3,38.5,20.0,16.3,0.0,west side,2.32
way/456695749,43.06623340255474,-89.41478794793663,daycare,42.3,58.5,0.0,16.3,1.0,campus,1.17
